Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;Categoria
A. Datum All in One Digital Camera M200 Pink;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;976;Câmerara Digita
A. Datum All in One Digital Camera M200 Silver;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;990;Câmerara Digita
A. Datum All in One Digital Camera M200 Orange;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;1004;Câmerara Digita
A. Datum All in One Digital Camera M200 Green;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;1018;Câmerara Digita
A. Datum All in One Digital Camera M200 Azure;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;1032;Câmerara Digita
A. Datum All in One Digital Camera M200 Black;Digital camera, Product Type Digital camera - compact, Dimensions. 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;948;Câmerara Digita
A. Datum Advanced Digital Camera M300 Grey;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in . Weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;967;Câmerara Digita
A. Datum Advanced Digital Camera M300 Black;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;953;Câmerara Digita
A. Datum Advanced Digital Camera M300 Pink;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;981;Câmerara Digita
A. Datum Advanced Digital Camera M300 Silver;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;995;Câmerara Digita
A. Datum Advanced Digital Camera M300 Orange;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;1009;Câmerara Digita
A. Datum Advanced Digital Camera M300 Green;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;1023;Câmerara Digita
A. Datum Advanced Digital Camera M300 Azure;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;1037;Câmerara Digita
A. Datum Slim Digital Camera M180 Black;Digital camera-compact, 3.7 in x 0.9 in x 2.3;A. Datum Corporation;A. Datum;Econômico;68,06;148;946;Câmerara Digita
Contoso 2-Line Corded Cordless Telephone M202 Black;Digital duplex speakerphones built into back of handset, built-in clock with alarm on handset;Contoso, Ltd;Contoso;Regular;13,33;28,99;1332;Telefone para Casa & Escritório
Contoso 2-Line Corded Cordless Telephone M202 White;Digital duplex speakerphones built into back of handset, built-in clock with alarm on handset;Contoso, Ltd;Contoso;Regular;13,33;28,99;1365;Telefone para Casa & Escritório
Contoso 2-Line Corded Cordless Telephone M202 Grey;Digital duplex speakerphones built into back of handset, built-in clock with alarm on handset;Contoso, Ltd;Contoso;Regular;13,33;28,99;1398;Telefone para Casa & Escritório
Contoso Dual Handset Cordless Phone System  E20 Black;Dual handset cordless phone system with answering system;Contoso, Ltd;Contoso;Econômico;6,62;12,99;1317;Telefone para Casa & Escritório
Contoso Dual Handset Cordless Phone System E20 White;Dual handset cordless phone system with answering system;Contoso, Ltd;Contoso;Econômico;6,62;12,99;1350;Telefone para Casa & Escritório
Contoso Dual Handset Cordless Phone System E20 Grey;Dual handset cordless phone system with answering system;Contoso, Ltd;Contoso;Econômico;6,62;12,99;1383;Telefone para Casa & Escritório
Contoso Hybrid system M60 Black;Dual Keypad, talking caller ID, handset speaker phone, expandable up to 6 handsets;Contoso, Ltd;Contoso;Regular;13,33;28,99;1321;Telefone para Casa & Escritório
Contoso Hybrid system M60 White;Dual Keypad, talking caller ID, handset speaker phone, expandable up to 6 handsets;Contoso, Ltd;Contoso;Regular;13,33;28,99;1354;Telefone para Casa & Escritório
Contoso Hybrid system M60 Grey;Dual Keypad, talking caller ID, handset speakerphone, expandable up to 6 handsets;Contoso, Ltd;Contoso;Regular;13,33;28,99;1387;Telefone para Casa & Escritório
"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey";Dual SIM-international version with warranty;The Phone Company;The Phone Company;Luxo;195,15;589;1426;Smartphone
The Phone Company Pen Touch Screen Phones M320 Gold;Dual SIM-international version with warranty;The Phone Company;The Phone Company;Regular;133,36;290;1455;Smartphone
Contoso Dual USB Power Adapter - power adapter E300 Black;Dual USB power adapter - power adapter;Contoso, Ltd;Contoso;Econômico;20,34;39,9;744;Acessório para Computado
Contoso Dual USB Power Adapter - power adapter E300 White;Dual USB power adapter - power adapter;Contoso, Ltd;Contoso;Econômico;20,34;39,9;779;Acessório para Computado
Contoso Dual USB Power Adapter - power adapter E300 Grey;Dual USB power adapter - power adapter;Contoso, Ltd;Contoso;Econômico;20,34;39,9;809;Acessório para Computado
The Phone Company Touch Screen Phones SAW/Built-in M801 Grey;Dust free, scratch resistant, easy to apply;The Phone Company;The Phone Company;Regular;137,5;299;1430;Smartphone
Contoso DVD Recorder L200 Black;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Contoso, Ltd;Contoso;Luxo;72,56;219;1622;Filme DVD
Contoso DVD Recorder L210 Silver;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Contoso, Ltd;Contoso;Luxo;72,56;219;1623;Filme DVD
Contoso DVD Recorder L220 White;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Contoso, Ltd;Contoso;Luxo;72,56;219;1624;Filme DVD
Contoso DVD Recorder L230 Grey;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Contoso, Ltd;Contoso;Luxo;72,56;219;1625;Filme DVD
Contoso DVD Recorder L240 Gold;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Contoso, Ltd;Contoso;Luxo;72,56;219;1626;Filme DVD
SV DVD Recorder L200 Black;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Southridge Video;Southridge Video;Luxo;72,56;219;1577;Filme DVD
SV DVD Recorder L210 Silver;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Southridge Video;Southridge Video;Luxo;72,56;219;1578;Filme DVD
SV DVD Recorder L220 White;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Southridge Video;Southridge Video;Luxo;72,56;219;1579;Filme DVD
SV DVD Recorder L230 Grey;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Southridge Video;Southridge Video;Luxo;72,56;219;1580;Filme DVD
SV DVD Recorder L240 Gold;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;Southridge Video;Southridge Video;Luxo;72,56;219;1581;Filme DVD
A. Datum SLR Camera X138 Silver Grey;Dynamic integrated dust reduction system;A. Datum Corporation;A. Datum;Regular;207,74;627;1056;Câmerara Digital SL
Contoso SLR Camera X144 Silver Grey;Dynamic integrated dust reduction system;Contoso, Ltd;Contoso;Luxo;222,98;673;1088;Câmerara Digital SL
Fabrikam SLR Camera X148 Silver Grey;Dynamic integrated dust reduction system;Fabrikam, Inc.;Fabrikam;Luxo;217,68;657;1120;Câmerara Digital SL
SV PCI Network Adapter E903 Silver;Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit;Southridge Video;Southridge Video;Econômico;21,41;41,99;941;Acessório para Computado
SV PCI Network Adapter E904 Silver;Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit;Southridge Video;Southridge Video;Econômico;21,41;41,99;942;Acessório para Computado
SV PCI Network Adapter E905 Silver;Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit;Southridge Video;Southridge Video;Econômico;21,41;41,99;943;Acessório para Computado
Contoso Education Essentials Bundle M300 Black;Education messenger essentials Bundle - notebook accessories bundle;Contoso, Ltd;Contoso;Regular;4,37;9,5;750;Acessório para Computado
Contoso Education Essentials Bundle M300 White;Education messenger essentials Bundle - notebook accessories bundle;Contoso, Ltd;Contoso;Regular;4,37;9,5;785;Acessório para Computado
Contoso Education Essentials Bundle M300 Grey;Education messenger essentials Bundle - notebook accessories bundle;Contoso, Ltd;Contoso;Regular;4,37;9,5;815;Acessório para Computado
Contoso 90W AC/DC Power Adapter E300 Black;Enhanced capacity battery adapter;Contoso, Ltd;Contoso;Econômico;6,07;11,9;759;Acessório para Computado
Contoso 90W AC/DC Power Adapter E300 White;Enhanced capacity battery adapter;Contoso, Ltd;Contoso;Econômico;6,07;11,9;794;Acessório para Computado
Contoso 90W AC/DC Power Adapter E300 Grey;Enhanced capacity battery adapter;Contoso, Ltd;Contoso;Econômico;6,07;11,9;824;Acessório para Computado
Contoso KSU-less key system M38 Black;Enjoy unlimited US calling, exceptional voice quality;Contoso, Ltd;Contoso;Regular;12,41;26,99;1320;Telefone para Casa & Escritório
Contoso KSU-less key system M38 White;Enjoy unlimited US calling, exceptional voice quality;Contoso, Ltd;Contoso;Regular;12,41;26,99;1353;Telefone para Casa & Escritório
Contoso KSU-less key system M38 Grey;Enjoy unlimited US calling, exceptional voice quality;Contoso, Ltd;Contoso;Regular;12,41;26,99;1386;Telefone para Casa & Escritório
Contoso DVD Player M110 Silver;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;26,67;57,99;1617;Filme DVD
Contoso DVD Player M120 White;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;27,13;58,99;1618;Filme DVD
Contoso DVD Player M130 Grey;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;27,59;59,99;1619;Filme DVD
Contoso DVD Player M140 Gold;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;28,05;60,99;1620;Filme DVD
Contoso DVD Player M100 Black;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Contoso, Ltd;Contoso;Regular;26,21;56,99;1616;Filme DVD
SV DVD Player M100 Black;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Southridge Video;Southridge Video;Regular;26,21;56,99;1571;Filme DVD
SV DVD Player M110 Silver;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Southridge Video;Southridge Video;Regular;26,67;57,99;1572;Filme DVD
SV DVD Player M120 White;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Southridge Video;Southridge Video;Regular;27,13;58,99;1573;Filme DVD
SV DVD Player M130 Grey;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Southridge Video;Southridge Video;Regular;27,59;59,99;1574;Filme DVD
SV DVD Player M140 Gold;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Southridge Video;Southridge Video;Regular;28,05;60,99;1575;Filme DVD
Reusable Phone Screen Protector E120;Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches;Contoso, Ltd;Contoso;Econômico;1,5;2,94;2494;Acessórios para Telefone & Table
The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black;Fast 2.75G EDGE wireless technologies,;The Phone Company;The Phone Company;Regular;123,24;268;1417;Smartphone
The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold;Fast 2.75G EDGE wireless technologies,;The Phone Company;The Phone Company;Regular;132,9;289;1446;Smartphone
"A. Datum SLR Camera 35"" X358 Silver Grey";Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;A. Datum Corporation;A. Datum;Regular;194,82;588;1057;Câmerara Digital SL
A. Datum SLR Camera X137 Grey;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;A. Datum Corporation;A. Datum;Regular;207,74;627;1052;Câmerara Digital SL
Contoso SLR Camera X143 Grey;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;Contoso, Ltd;Contoso;Luxo;214,03;646;1084;Câmerara Digital SL
"Contoso SLR Camera 35"" X358 Silver Grey";Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;Contoso, Ltd;Contoso;Regular;188,19;568;1089;Câmerara Digital SL
Fabrikam SLR Camera X147 Grey;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;Fabrikam, Inc.;Fabrikam;Luxo;213,7;645;1116;Câmerara Digital SL
"Fabrikam SLR Camera 35"" X358 Silver Grey";Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;Fabrikam, Inc.;Fabrikam;Regular;144,52;436,2;1121;Câmerara Digital SL
Proseware High-Performance Business-Class Laser Fax X200 Green;Fax high-Performance business-class Laser Fax, copy function can make up to 99 copies;Proseware, Inc.;Proseware;Luxo;82,17;248;740;Impressora, Scanner & Fax
Contoso Genuine Leather Grip Belt E322 Black;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;Contoso, Ltd;Contoso;Econômico;39,76;77,99;1286;Acessório para Câmera
Contoso Genuine Leather Grip Belt E322 White;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;Contoso, Ltd;Contoso;Econômico;39,76;77,99;1287;Acessório para Câmera
Contoso Genuine Leather Grip Belt E322 Silver;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;Contoso, Ltd;Contoso;Econômico;39,76;77,99;1288;Acessório para Câmera
Contoso Genuine Leather Grip Belt E322 Grey;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;Contoso, Ltd;Contoso;Econômico;39,76;77,99;1289;Acessório para Câmera
Contoso Travel Charger for S-Series Battery E302 Silver;Fully charges an NP-BG1 battery in approximately 1.5 hours;Contoso, Ltd;Contoso;Econômico;30,58;59,99;1250;Acessório para Câmera
Contoso Travel Charger for S-Series Battery E302 Black;Fully charges an NP-BG1 battery in approximately 1.5 hours;Contoso, Ltd;Contoso;Econômico;30,58;59,99;1251;Acessório para Câmera
Contoso Travel Charger for S-Series Battery E302 White;Fully charges an NP-BG1 battery in approximately 1.5 hours;Contoso, Ltd;Contoso;Econômico;30,58;59,99;1252;Acessório para Câmera
Contoso General Carrying Case E304 Silver;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;19,99;1253;Acessório para Câmera
Contoso General Carrying Case E304 Black;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;19,99;1254;Acessório para Câmera
Contoso General Carrying Case E304 White;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;19,99;1255;Acessório para Câmera
Contoso General Carrying Case E304 Blue;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;19,99;1256;Acessório para Câmera
Contoso General Soft Carrying Case E318 Blue;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;14,99;1278;Acessório para Câmera
Contoso General Soft Carrying Case E318 Black;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;14,99;1279;Acessório para Câmera
Contoso General Soft Carrying Case E318 Silver;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;14,99;1280;Acessório para Câmera
Contoso General Soft Carrying Case E318 White;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;14,99;1281;Acessório para Câmera
The Phone Company PDA Wifi 3.7-inch M250 Black;Genuine leather and great looks;The Phone Company;The Phone Company;Luxo;142,56;310;1521;Tablet
The Phone Company PDA Wifi 3.7-inch M250 Silver;Genuine leather and great looks;The Phone Company;The Phone Company;Luxo;142,56;310;1539;Tablet
The Phone Company PDA Wifi 3.7-inch M250 White;Genuine leather and great looks;The Phone Company;The Phone Company;Luxo;142,56;310;1557;Tablet
Contoso Laptop Starter Bundle M200 Black;Get the four most popular accessories in one easy bundle with the Laptop 4-in-1 starter bundle This kit is the perfect complement to your laptop ensuring you have the tools you need;Contoso, Ltd;Contoso;Regular;7,59;16,5;749;Acessório para Computado
Contoso Laptop Starter Bundle M200 White;Get the four most popular accessories in one easy bundle with the Laptop 4-in-1 starter bundle This kit is the perfect complement to your laptop ensuring you have the tools you need;Contoso, Ltd;Contoso;Regular;7,59;16,5;784;Acessório para Computado
Contoso Laptop Starter Bundle M200 Grey;Get the four most popular accessories in one easy bundle with the Laptop 4-in-1 starter bundle This kit is the perfect complement to your laptop ensuring you have the tools you need;Contoso, Ltd;Contoso;Regular;7,59;16,5;814;Acessório para Computado
Contoso DVD 48 DVD Storage Binder M50 Black;Gift-wrapping is not available for this item;Contoso, Ltd;Contoso;Regular;8,27;17,99;1627;Filme DVD
Contoso DVD 48 DVD Storage Binder M50 Silver;Gift-wrapping is not available for this item;Contoso, Ltd;Contoso;Regular;8,27;17,99;1632;Filme DVD
